date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:31:25	15068/15068	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:30:48%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230101-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230101-02/index8326.html	(from )
10:31:25	18254/18254	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:30:48%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230112-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230112-01/index8326.html	(from )
10:31:25	16834/16834	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:30:48%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230105-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230105-01/index8326.html	(from )
10:31:48	16732/16732	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:55:06%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230126-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230126-01/index8326.html	(from )
10:31:48	17105/17105	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:55:45%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230202-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230202-02/index8326.html	(from )
10:32:04	16487/16487	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:31:26%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230119-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230119-02/index8326.html	(from )
10:32:04	16753/16753	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:31:27%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230126-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230126-02/index8326.html	(from )
10:32:27	16671/16671	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:31:50%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230202-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230202-03/index8326.html	(from )
10:32:27	17222/17222	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:56:26%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230216-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230216-01/index8326.html	(from )
10:32:27	15025/15025	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:31:50%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230202-04/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230202-04/index8326.html	(from )
10:32:42	16910/16910	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:32:05%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230209-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230209-01/index8326.html	(from )
10:32:50	16644/16644	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:57:01%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230223-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230223-01/index8326.html	(from )
10:33:05	16699/16699	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:32:28%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230216-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230216-02/index8326.html	(from )
10:33:05	16571/16571	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:32:28%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230216-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230216-03/index8326.html	(from )
10:33:12	16723/16723	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:57:08%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230302-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230302-01/index8326.html	(from )
10:33:19	16615/16615	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:32:43%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230223-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230223-02/index8326.html	(from )
10:33:38	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2021%20Jan%202024%2009:33:06%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230302-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230302-03/index8326.html	(from )
10:33:43	16750/16750	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:33:06%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230302-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230302-02/index8326.html	(from )
10:33:50	17554/17554	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:33:13%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230302-04/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230302-04/index8326.html	(from )
10:33:57	14955/14955	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:33:21%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230309-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230309-01/index8326.html	(from )
10:34:13	17740/17740	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:58:30%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230316-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230316-01/index8326.html	(from )
10:34:16	15273/15273	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:33:40%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230309-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230309-02/index8326.html	(from )
10:34:21	17532/17532	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:33:44%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230309-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230309-03/index8326.html	(from )
10:34:35	16756/16756	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:33:59%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230316-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230316-02/index8326.html	(from )
10:34:36	17091/17091	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:58:30%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230323-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230323-01/index8326.html	(from )
10:34:43	17001/17001	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:59:11%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230330-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230330-01/index8326.html	(from )
10:34:54	16647/16647	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:34:17%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230323-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230323-02/index8326.html	(from )
10:35:14	15066/15066	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:34:37%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230330-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230330-03/index8326.html	(from )
10:35:14	16635/16635	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:34:37%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230330-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230330-02/index8326.html	(from )
10:35:17	17760/17760	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:59:52%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230413-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230413-01/index8326.html	(from )
10:35:21	17463/17463	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:34:45%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230406-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230406-01/index8326.html	(from )
10:35:36	17042/17042	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:59:53%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230420-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230420-01/index8326.html	(from )
10:35:44	17132/17132	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:00:34%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230427-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230427-01/index8326.html	(from )
10:35:52	16826/16826	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:35:15%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230413-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230413-02/index8326.html	(from )
10:35:55	17198/17198	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:35:18%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230420-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230420-02/index8326.html	(from )
10:36:14	17122/17122	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:35:37%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230427-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230427-02/index8326.html	(from )
10:36:22	15765/15765	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:35:45%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230427-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230427-03/index8326.html	(from )
10:36:30	15784/15784	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:35:53%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230504-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230504-01/index8326.html	(from )
10:36:33	17216/17216	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:35:56%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230504-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230504-02/index8326.html	(from )
10:36:44	17688/17688	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:01:15%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230511-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230511-01/index8326.html	(from )
10:36:52	17717/17717	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:01:42%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230511-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230511-02/index8326.html	(from )
10:36:52	17214/17214	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:36:15%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230504-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230504-03/index8326.html	(from )
10:37:07	17041/17041	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:01:57%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230518-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230518-01/index8326.html	(from )
10:37:10	17103/17103	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:36:34%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230511-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230511-03/index8326.html	(from )
10:37:30	17154/17154	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:36:53%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230518-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230518-02/index8326.html	(from )
10:37:30	15672/15672	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:36:53%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230518-03/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230518-03/index8326.html	(from )
10:37:33	17027/17027	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:02:38%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230525-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230525-01/index8326.html	(from )
10:37:45	14969/14969	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:37:08%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230518-04/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230518-04/index8326.html	(from )
10:37:53	17673/17673	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:03:04%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230601-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230601-01/index8326.html	(from )
10:38:09	17238/17238	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:37:32%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230525-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230525-02/index8326.html	(from )
10:38:11	17221/17221	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:37:34%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230601-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230601-02/index8326.html	(from )
10:38:15	17664/17664	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:03:19%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230608-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230608-02/index8326.html	(from )
10:38:23	17258/17258	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:37:46%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230608-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230608-01/index8326.html	(from )
10:38:31	17334/17334	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:03:45%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230615-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230615-01/index8326.html	(from )
10:38:38	17085/17085	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:04:01%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230622-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230622-01/index8326.html	(from )
10:38:49	17115/17115	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:38:12%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230615-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230615-02/index8326.html	(from )
10:39:01	17223/17223	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:38:24%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230622-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230622-02/index8326.html	(from )
10:39:09	17659/17659	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:38:32%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230629-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230629-01/index8326.html	(from )
10:39:11	17634/17634	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:04:42%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230706-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230706-01/index8326.html	(from )
10:39:17	17189/17189	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:38:39%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230629-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230629-02/index8326.html	(from )
10:39:33	17033/17033	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:05:06%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230713-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230713-01/index8326.html	(from )
10:39:40	17026/17026	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2000:34:53%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230720-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230720-01/index8326.html	(from )
10:39:40	17126/17126	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:39:02%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230706-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230706-02/index8326.html	(from )
10:39:51	17110/17110	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:39:14%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230713-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230713-02/index8326.html	(from )
10:40:11	17142/17142	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:39:34%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230720-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230720-02/index8326.html	(from )
10:40:14	17669/17669	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:06:04%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230803-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230803-01/index8326.html	(from )
10:40:18	14976/14976	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:39:41%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230727-02/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230727-02/index8326.html	(from )
10:40:18	16996/16996	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2021%20Jan%202024%2009:39:41%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230727-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230727-01/index8326.html	(from )
10:40:36	17130/17130	U-----	200	untouched ('OK')	text/html	date:Sun,%2021%20Jan%202024%2001:06:28%20GMT	https://www.shadow-garden-mog.jp/en/information/news/gacha-230810-01/?from=ingame	C:/Mis%20lugares%20Web/eminence/www.shadow-garden-mog.jp/en/information/news/gacha-230810-01/index8326.html	(from )
